manf_year,vehicle_name,selling_price,km_driven,fuel_type,seller_type,transmission,owner_type
2017,BMW X1 sDrive 20d xLine,2750000,13000,Diesel,Individual,Automatic,First Owner
2012,Chevrolet Beat Diesel,160000,110000,Diesel,Individual,Manual,First Owner
2014,Mahindra Scorpio SLE BSIV,550000,100000,Diesel,Individual,Manual,Second Owner
2014,Toyota Innova 2.5 G (Diesel) 7 Seater,725000,90000,Diesel,Individual,Manual,Second Owner
2019,Tata Tigor 1.2 Revotron XZ Option,670000,17000,Petrol,Individual,Manual,First Owner
2015,Mahindra Xylo D4,500000,50000,Diesel,Individual,Manual,Second Owner
2017,Mahindra KUV 100 mFALCON G80 K8 5str,600000,53000,Petrol,Individual,Manual,First Owner
2012,Chevrolet Beat Diesel LT,200000,70000,Diesel,Individual,Manual,Second Owner
2008,Hyundai Getz 1.5 CRDi GVS,110000,154000,Diesel,Individual,Manual,Third Owner
2012,Hyundai EON Sportz,150000,80000,Petrol,Individual,Manual,First Owner
2013,Honda Amaze EX i-Dtech,350000,90000,Diesel,Individual,Manual,Second Owner
2018,Toyota Innova Crysta 2.4 VX MT 8S BSIV,1700000,15000,Diesel,Individual,Manual,First Owner
2011,BMW X1 sDrive20d,890000,86000,Diesel,Individual,Automatic,Second Owner
2014,Mahindra Scorpio M2DI,500000,120000,Diesel,Individual,Manual,First Owner
2019,Hyundai Elite i20 Sportz Plus Dual Tone BSIV,600000,5200,Petrol,Individual,Manual,First Owner
2010,Chevrolet Beat LS,99000,60000,Petrol,Individual,Manual,Second Owner
2011,Hyundai i10 Era 1.1 iTech SE,235000,46000,Petrol,Individual,Manual,First Owner
2006,Tata Indigo GLX,75000,40000,Petrol,Individual,Manual,Second Owner
2014,Honda City i DTEC VX,600000,90000,Diesel,Individual,Manual,Second Owner
2019,Hyundai Verna CRDi 1.6 SX,1000000,25000,Diesel,Individual,Manual,Second Owner
2012,Hyundai Verna 1.6 SX,390000,90000,Diesel,Individual,Manual,First Owner
2015,Volkswagen Polo 1.5 TDI Highline,600000,70000,Diesel,Individual,Manual,First Owner
2017,Hyundai i20 1.2 Spotz,600000,70000,Petrol,Individual,Manual,Second Owner
2019,Hyundai Elite i20 Magna Plus Diesel,730000,35000,Diesel,Individual,Manual,Second Owner
2017,Hyundai Grand i10 1.2 Kappa Magna AT,450000,12700,Petrol,Individual,Automatic,First Owner
2018,Mahindra XUV500 W10 2WD,1400000,20000,Diesel,Individual,Manual,First Owner
2018,Renault KWID 1.0 RXT Optional,300000,20000,Petrol,Individual,Manual,First Owner
2017,Ford EcoSport 1.5 Petrol Titanium BSIV,800000,19000,Petrol,Individual,Manual,First Owner
2009,Fiat Grande Punto Active (Diesel),125000,95000,Diesel,Individual,Manual,Second Owner
2019,BMW X1 sDrive 20d xLine,2600000,9500,Diesel,Individual,Automatic,First Owner
2012,Skoda Fabia 1.2 MPI Ambition Plus,300000,50000,Petrol,Individual,Manual,First Owner
2012,Volkswagen Polo Diesel Trendline 1.2L,295000,90000,Diesel,Individual,Manual,First Owner
2013,Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,650000,45839,Petrol,Dealer,Manual,First Owner
2010,Chevrolet Aveo 1.4 LS,200000,74510,Petrol,Dealer,Manual,First Owner
2009,Chevrolet Aveo U-VA 1.2 LS,130000,87293,Petrol,Dealer,Manual,First Owner
2012,Ford Figo Diesel EXI,250000,156040,Diesel,Dealer,Manual,First Owner
2004,Ford Endeavour 2.5L 4X2 MT,400000,93415,Diesel,Dealer,Manual,First Owner
2017,Ford Aspire Titanium BSIV,430000,101159,Petrol,Dealer,Manual,First Owner
2015,Hyundai EON 1.0 Kappa Magna Plus,170000,80000,Petrol,Individual,Manual,Second Owner
2019,Tata Tiago 2019-2020 XZ,450000,12000,Petrol,Individual,Manual,First Owner
2011,Chevrolet Spark 1.0 LT,130000,68519,Petrol,Dealer,Manual,First Owner
2012,Chevrolet Beat Diesel LS,180000,55130,Diesel,Dealer,Manual,First Owner
2014,Ford Ecosport 1.0 Ecoboost Titanium Optional,475000,65239,Petrol,Dealer,Manual,First Owner
2015,Volkswagen Polo 1.2 MPI Comfortline,470000,58182,Petrol,Dealer,Manual,First Owner
2012,Ford Fiesta Diesel Trend,200000,91245,Diesel,Dealer,Manual,First Owner
2013,Mahindra XUV500 W8 2WD,650000,102989,Diesel,Dealer,Manual,First Owner
2010,Honda City 1.5 E MT,400000,50000,Petrol,Individual,Manual,First Owner
2013,Tata Indigo TDI,182000,100000,Diesel,Individual,Manual,First Owner
2002,Mahindra Jeep MM 550 XDB,150000,50000,Diesel,Individual,Manual,Third Owner
2008,Volkswagen Jetta 1.9 Highline TDI,285000,90000,Diesel,Individual,Automatic,Second Owner
2015,Hyundai i20 Active 1.4 SX with AVN,699000,30000,Diesel,Individual,Manual,Second Owner
2011,Ford Figo Diesel ZXI,275000,108000,Diesel,Individual,Manual,Second Owner
2012,Hyundai i20 1.4 CRDi Magna,350000,160000,Diesel,Individual,Manual,Second Owner
2010,Mahindra Xylo E4 8S,325000,120000,Diesel,Individual,Manual,Third Owner
2012,Mahindra XUV500 W8 2WD,650000,102000,Diesel,Individual,Manual,Second Owner
2009,Mahindra Bolero SLE,300000,178000,Diesel,Individual,Manual,Second Owner
2014,Toyota Innova 2.5 VX (Diesel) 8 Seater,1200000,200000,Diesel,Individual,Manual,Second Owner
2012,Ford Fiesta Petrol Trend,450000,60000,Petrol,Dealer,Manual,First Owner
2019,Tata Tiago 1.2 Revotron XE,425000,3000,Petrol,Individual,Manual,First Owner
2014,Hyundai Xcent 1.2 Kappa Base,335000,60000,Petrol,Individual,Manual,Second Owner
2006,Chevrolet Optra 1.6,120000,79000,Petrol,Dealer,Manual,Fourth & Above Owner
2005,Ford Ikon 1.6 ZXI NXt,20000,25000,Petrol,Individual,Manual,Second Owner
2005,Hyundai Getz GLS,250000,70000,Petrol,Individual,Manual,First Owner
2008,Hyundai Santro Xing GL Plus,120000,41723,Petrol,Individual,Manual,Second Owner
2012,Tata Indigo LS,220000,70000,Diesel,Individual,Manual,Second Owner
2005,Ford Ikon 1.3 Flair,61000,4637,Petrol,Individual,Manual,Second Owner
2009,Tata Indica Vista Aqua 1.3 Quadrajet,85000,120000,Diesel,Individual,Manual,Second Owner
2018,Renault KWID 1.0 RXT Optional,300000,20000,Petrol,Individual,Manual,First Owner
2017,Ford EcoSport 1.5 Petrol Titanium BSIV,800000,19000,Petrol,Individual,Manual,First Owner
2009,Fiat Grande Punto Active (Diesel),125000,95000,Diesel,Individual,Manual,Second Owner
2017,Mahindra KUV 100 mFALCON G80 K2,450000,30000,Petrol,Individual,Manual,First Owner
2012,Tata New Safari DICOR 2.2 VX 4x4,450000,42655,Diesel,Individual,Manual,First Owner
2017,Renault KWID 1.0 RXL,250000,43000,Petrol,Individual,Manual,Second Owner
2012,Toyota Innova 2.5 VX 8 STR BSIV,725000,70000,Diesel,Individual,Manual,First Owner
2010,Hyundai i20 Magna,250000,55000,Petrol,Individual,Manual,First Owner
2010,Fiat Punto 1.3 Active,99000,80000,Diesel,Individual,Manual,Second Owner
2017,Renault KWID 1.0,350000,55000,Petrol,Individual,Manual,First Owner
2018,Hyundai Xcent 1.2 VTVT E Plus,511000,70000,Petrol,Individual,Manual,First Owner
2010,Audi Q5 2.0 TFSI Quattro,1100000,110000,Petrol,Individual,Automatic,First Owner
2010,Hyundai i10 Sportz 1.2,125000,60000,Petrol,Individual,Manual,Third Owner
2018,Tata Tiago 1.2 Revotron XZ,500000,30000,Petrol,Individual,Manual,First Owner
2013,Renault Duster 85PS Diesel RxL,385000,80000,Diesel,Individual,Manual,Second Owner
2012,Skoda Rapid 1.6 MPI Elegance,350000,90000,Petrol,Individual,Manual,First Owner
2012,Hyundai Santro Xing GLS,300000,50000,Petrol,Individual,Manual,First Owner
2012,Hyundai i20 1.4 CRDi Asta,400000,70000,Diesel,Individual,Manual,First Owner
2014,Ford Ecosport 1.5 DV5 MT Titanium,550000,110000,Diesel,Individual,Manual,First Owner
2012,Nissan Sunny XL,300000,80000,Petrol,Individual,Manual,Second Owner
2012,Toyota Innova 2.5 GX 7 STR,800000,180000,Diesel,Individual,Manual,First Owner
2020,Mahindra Scorpio S5 BSIV,1200000,11000,Diesel,Individual,Manual,First Owner
2017,Renault KWID AMT,355000,40000,Petrol,Individual,Automatic,First Owner
2012,Hyundai Verna 1.6 CRDI,500000,26000,Diesel,Individual,Manual,First Owner
2014,Toyota Fortuner 4x2 Manual,1800000,50000,Diesel,Individual,Manual,First Owner
2018,Mahindra TUV 300 T6 Plus,800000,20000,Diesel,Individual,Manual,First Owner
2014,Hyundai Verna 1.6 SX VTVT,550000,100000,Petrol,Individual,Manual,First Owner
2009,Honda City 1.5 V MT,250000,70000,Petrol,Individual,Manual,Third Owner
2014,Hyundai Elantra CRDi SX,650000,30000,Diesel,Individual,Manual,Second Owner
2008,Honda City 1.5 V AT Exclusive,210000,77000,Petrol,Individual,Automatic,Third Owner
2011,Volkswagen Vento Diesel Highline,260000,150000,Diesel,Individual,Manual,First Owner
2016,Toyota Innova Crysta 2.8 GX AT BSIV,1350000,120000,Diesel,Individual,Automatic,First Owner
2008,Hyundai Getz 1.3 GLS,110000,110000,Petrol,Individual,Manual,Second Owner
2017,Mahindra XUV500 AT W8 FWD,1230000,70000,Diesel,Individual,Automatic,First Owner
2013,Mahindra Quanto C6,220000,110000,Diesel,Individual,Manual,First Owner
2009,Tata Indigo LX Dicor,130000,50000,Diesel,Individual,Manual,First Owner
2012,Hyundai i20 1.2 Magna,330000,44000,Petrol,Individual,Manual,First Owner
2010,Honda City 1.5 S MT,254999,90000,Petrol,Individual,Manual,Second Owner
2014,Hyundai Verna 1.6 SX VTVT (O),600000,50000,Petrol,Individual,Manual,Second Owner
2012,Hyundai i10 Magna,210000,50000,Petrol,Individual,Manual,First Owner
2014,Chevrolet Enjoy TCDi LT 7 Seater,300000,146000,Diesel,Individual,Manual,First Owner
2018,Tata Tiago 1.2 Revotron XTA,426000,15000,Petrol,Individual,Automatic,First Owner
2016,Hyundai Xcent 1.2 Kappa SX,450000,35000,Petrol,Individual,Manual,Second Owner
2012,Hyundai Verna 1.6 SX,480000,80000,Diesel,Individual,Manual,First Owner
2010,Tata Nano Lx,40000,90000,Petrol,Individual,Manual,First Owner
2011,Honda City 1.5 S MT,395000,70000,Petrol,Individual,Manual,Second Owner
2018,Ford Ecosport 1.5 Petrol Titanium Plus AT,875000,10000,Petrol,Individual,Automatic,First Owner
2015,Hyundai i20 Sportz 1.2,500000,35000,Petrol,Individual,Manual,Second Owner
2013,Renault Duster 85PS Diesel RxL,450000,1000,Diesel,Dealer,Manual,Second Owner
2018,Mercedes-Benz C-Class Progressive C 220d,3800000,10000,Diesel,Dealer,Automatic,First Owner
2013,Audi A4 3.0 TDI Quattro,1580000,86000,Diesel,Dealer,Automatic,First Owner
2019,BMW X5 xDrive 30d xLine,4950000,30000,Diesel,Dealer,Automatic,First Owner
2016,Hyundai Creta 1.6 CRDi SX,535000,52600,Diesel,Individual,Manual,First Owner
2017,Hyundai Grand i10 1.2 Kappa Magna AT,550000,19890,Petrol,Dealer,Automatic,First Owner
2017,Hyundai Grand i10 Magna AT,520000,10510,Petrol,Dealer,Automatic,First Owner
2016,Chevrolet Beat LT Option,239000,41000,Petrol,Dealer,Manual,First Owner
2017,Toyota Fortuner 4x2 AT,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
2012,Hyundai i10 Magna,229999,49824,Petrol,Dealer,Manual,First Owner
2013,Audi A6 2.0 TDI Premium Plus,1300000,58500,Diesel,Dealer,Automatic,First Owner
2005,Hyundai Santro GS,80000,56580,Petrol,Dealer,Manual,First Owner
2012,Skoda Laura Ambiente 2.0 TDI CR MT,385000,52000,Diesel,Dealer,Manual,First Owner
2015,Hyundai Verna 1.6 VTVT SX,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
2013,Tata Manza Aura Safire BS IV,200000,60000,Petrol,Individual,Manual,First Owner
2008,Tata Indica GLS BS IV,80000,90000,Petrol,Individual,Manual,Second Owner
2010,Tata New Safari DICOR 2.2 EX 4x2,300000,250000,Diesel,Individual,Manual,Second Owner
2019,Ford Aspire Titanium Plus Diesel BSIV,675000,15000,Diesel,Individual,Manual,First Owner
2019,Hyundai Grand i10 1.2 Kappa Asta,500000,15000,Petrol,Individual,Manual,First Owner
2012,Hyundai EON Sportz,150000,55766,Petrol,Individual,Manual,Second Owner
2012,Toyota Innova 2.5 VX (Diesel) 7 Seater,730000,110000,Diesel,Individual,Manual,Second Owner
2016,Nissan Terrano XL 85 PS,525000,100000,Diesel,Individual,Manual,Second Owner
2016,Nissan Terrano XL 85 PS,525000,105000,Diesel,Individual,Manual,Second Owner
2009,Toyota Innova 2.5 V Diesel 7-seater,550000,182000,Diesel,Individual,Manual,Third Owner
2012,Toyota Corolla Altis Diesel D4DJ,420000,95000,Diesel,Individual,Manual,Second Owner
2015,Honda Amaze SX i-VTEC,500000,70000,Petrol,Individual,Manual,First Owner
2014,Hyundai Verna 1.6 SX,650000,70000,Diesel,Individual,Manual,Second Owner
2013,Chevrolet Beat Diesel LT,195000,46000,Diesel,Individual,Manual,First Owner
2005,Hyundai Accent CRDi,100000,120000,Diesel,Individual,Manual,Second Owner
2017,Toyota Innova Crysta 2.4 VX MT BSIV,1770000,25000,Diesel,Individual,Manual,First Owner
2016,Hyundai Xcent 1.1 CRDi Base,515000,50000,Diesel,Individual,Manual,First Owner
2017,Honda Jazz 1.5 VX i DTEC,700000,24585,Diesel,Dealer,Manual,Test Drive Car
2011,Toyota Etios GD SP,220000,110000,Diesel,Individual,Manual,Third Owner
2019,Hyundai Santro Magna CNG BSIV,520000,10000,CNG,Individual,Manual,First Owner
2010,Fiat Linea Emotion,170000,100000,Petrol,Individual,Manual,First Owner
2011,Ford Figo Diesel Titanium,190000,110000,Diesel,Individual,Manual,Second Owner
2011,Ford Figo Diesel Titanium,150000,100000,Diesel,Individual,Manual,Second Owner
2015,Honda Amaze EX i-Dtech,290000,40000,Diesel,Individual,Manual,Third Owner
2017,Tata Tigor 1.2 Revotron XZ Option,434999,17563,Petrol,Individual,Manual,First Owner
2016,Tata Zest Revotron 1.2T XE,380000,15000,Petrol,Individual,Manual,First Owner
2012,Volkswagen Polo Diesel Trendline 1.2L,200000,82000,Diesel,Individual,Manual,Second Owner
2016,Ford Figo 1.5D Trend MT,495000,40000,Diesel,Individual,Manual,First Owner
2014,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,894999,173000,Diesel,Individual,Manual,Third Owner
2014,Mahindra XUV500 W6 2WD,600000,151000,Diesel,Individual,Manual,Second Owner
2015,Honda Brio S MT,300000,50000,Petrol,Individual,Manual,First Owner
2017,Honda Amaze E i-VTEC,430000,15000,Petrol,Individual,Manual,First Owner
2017,Honda Amaze E i-DTEC,370000,80000,Diesel,Individual,Manual,First Owner
2012,BMW X1 sDrive20d,700000,120000,Diesel,Individual,Automatic,Second Owner
2015,Hyundai Grand i10 Sportz,300000,90000,Petrol,Individual,Manual,First Owner
2012,Tata Indica Vista Quadrajet VX,130000,185000,Diesel,Individual,Manual,Second Owner
2016,Hyundai i20 Asta Option 1.4 CRDi,650000,40000,Diesel,Individual,Manual,First Owner
2013,Toyota Innova 2.5 VX (Diesel) 7 Seater,1000000,117780,Diesel,Individual,Manual,Second Owner
2010,Hyundai Verna CRDi SX,280000,120000,Diesel,Individual,Manual,Second Owner
2013,Skoda Rapid 1.6 TDI Ambition,210000,120000,Diesel,Individual,Manual,Third Owner
2014,Audi Q3 2.0 TDI Quattro Premium Plus,1150000,110000,Diesel,Individual,Automatic,Second Owner
2018,Hyundai EON Magna Plus,229999,30000,Petrol,Individual,Manual,First Owner
2018,Hyundai EON Magna Plus,245000,30000,Petrol,Individual,Manual,First Owner
2015,Mahindra Scorpio S4 4WD,600000,60000,Diesel,Individual,Manual,First Owner
2016,Hyundai Grand i10 Sportz,375000,25000,Petrol,Individual,Manual,First Owner
2015,Mahindra Scorpio 1.99 S10,150000,55000,Diesel,Individual,Manual,Second Owner
2018,Mahindra XUV500 W10 2WD,1450000,20000,Diesel,Individual,Manual,First Owner
2006,Hyundai Sonata AT Leather,225000,80000,Petrol,Individual,Automatic,Third Owner
2006,Hyundai Sonata 2.4L AT,275000,80000,Petrol,Individual,Automatic,Fourth & Above Owner
2018,Mahindra Bolero Power Plus SLX,620000,35000,Diesel,Individual,Manual,First Owner
2010,Nissan X-Trail SLX MT,600000,110000,Diesel,Individual,Manual,Second Owner
2011,Mahindra Xylo E8 ABS Airbag BSIV,275000,160000,Diesel,Individual,Manual,First Owner
2013,Tata Indigo TDI,125000,125000,Diesel,Individual,Manual,First Owner
2011,Tata Indigo GLS,80000,62000,Petrol,Individual,Manual,Second Owner
2011,Nissan Micra Diesel XV,199000,120000,Diesel,Individual,Manual,Second Owner
2016,Nissan Micra XL,440000,33000,Petrol,Individual,Manual,Second Owner
2017,Hyundai i20 1.4 Sportz,700000,35000,Diesel,Individual,Manual,First Owner
2015,Hyundai Grand i10 CRDi Asta Option,450000,50000,Diesel,Individual,Manual,First Owner
2016,Hyundai Xcent 1.2 Kappa SX,350000,12000,Petrol,Individual,Manual,First Owner
2016,Ford EcoSport 1.5 TDCi Titanium BSIV,650000,81595,Diesel,Dealer,Manual,First Owner
2005,Hyundai Getz GLS ABS,71000,22000,Petrol,Individual,Manual,First Owner
2013,Mahindra Scorpio 2.6 CRDe SLE,300000,70000,Diesel,Individual,Manual,Second Owner
2019,Nissan Kicks XL D BSIV,1100000,4000,Diesel,Individual,Manual,First Owner
2015,BMW 3 Series 320d Luxury Line,2200000,24000,Diesel,Individual,Automatic,First Owner
2018,Honda Amaze VX i-VTEC,800000,13500,Petrol,Dealer,Manual,First Owner
2018,Honda Jazz 1.2 VX i VTEC,836000,9700,Petrol,Dealer,Manual,First Owner
2012,Volkswagen Polo Petrol Comfortline 1.2L,375000,62000,Petrol,Individual,Manual,Second Owner
2016,Honda BR-V i-DTEC VX MT,1249000,24000,Diesel,Dealer,Manual,First Owner
2019,Honda WR-V i-DTEC VX,1240000,13000,Diesel,Dealer,Manual,First Owner
2009,Tata Nano Std BSII,35000,50000,Petrol,Individual,Manual,Third Owner
2017,Honda BR-V i-VTEC VX MT,1068000,36000,Petrol,Dealer,Manual,First Owner
2017,Honda BR-V i-DTEC VX MT,1189000,40000,Diesel,Dealer,Manual,First Owner
2018,Hyundai Elite i20 Petrol Asta Option,700000,27000,Petrol,Individual,Manual,First Owner
2009,Hyundai i10 Magna 1.2,254999,80000,Petrol,Individual,Manual,Second Owner
2005,Mahindra Scorpio 2.6 CRDe,229999,221000,Diesel,Individual,Manual,Third Owner
2016,Hyundai i20 Asta Option 1.4 CRDi,750000,80000,Diesel,Individual,Manual,First Owner
2009,Toyota Innova 2.5 G4 Diesel 7-seater,760000,190000,Diesel,Individual,Manual,Second Owner
2013,Nissan Micra XL,363000,28740,Petrol,Individual,Manual,First Owner
2012,Nissan Sunny XL,290000,110000,Petrol,Individual,Manual,Second Owner
2011,Tata Indica Vista TDI LX,125000,120000,Diesel,Individual,Manual,Second Owner
2014,Volvo XC60 D5 Inscription,2000000,130000,Diesel,Individual,Automatic,First Owner
2008,Toyota Innova 2.5 G4 Diesel 7-seater,350000,140000,Diesel,Individual,Manual,Second Owner
2011,Hyundai Verna 1.6 SX CRDi (O),390000,90000,Diesel,Individual,Manual,First Owner
2005,Hyundai Santro Xing XG,140000,80000,Petrol,Individual,Manual,Third Owner
2002,Ambassador Classic 2000 Dsz,50000,120000,Diesel,Individual,Manual,Fourth & Above Owner
2016,Ford Figo 1.5D Titanium MT,515000,25000,Diesel,Individual,Manual,First Owner
2010,Hyundai i20 1.2 Magna,220000,96000,Petrol,Individual,Manual,Third Owner
2014,Hyundai i20 Asta (o),525000,54000,Petrol,Dealer,Manual,Second Owner
2013,Chevrolet Spark 1.0 LT Option Pack w/ Airbag,165000,53000,Petrol,Dealer,Manual,First Owner
2010,Fiat Linea 1.3 Emotion,221000,65000,Diesel,Dealer,Manual,First Owner
2015,Chevrolet Beat LT,245000,43000,Petrol,Dealer,Manual,First Owner
2012,Ford Figo 1.2P Titanium Plus MT,260000,42000,Petrol,Dealer,Manual,First Owner
2011,Skoda Superb Elegance 2.0 TDI CR AT,550000,73000,Diesel,Dealer,Automatic,First Owner
2015,Hyundai Grand i10 1.2 Kappa Era,434999,29000,Petrol,Dealer,Manual,First Owner
2013,Tata Safari Storme EX,450000,95000,Diesel,Dealer,Manual,First Owner
2014,Chevrolet Sail 1.2 Base,290000,25000,Petrol,Individual,Manual,First Owner
2011,Volkswagen Vento 1.0 TSI Highline Plus,305000,53000,Petrol,Dealer,Manual,Second Owner
2011,Ford Classic 1.6 Duratec LXI,265000,20000,Petrol,Dealer,Manual,First Owner
2014,Honda Brio 1.2 S MT,325000,57000,Petrol,Dealer,Manual,First Owner
2014,Chevrolet Cruze LTZ,550000,52000,Diesel,Dealer,Manual,First Owner
2012,Honda Brio 1.2 S MT,275000,47000,Petrol,Dealer,Manual,First Owner
2012,Honda City 1.5 V MT,434999,47000,Petrol,Dealer,Manual,Second Owner
2016,Hyundai Verna 1.6 CRDi SX,690000,73000,Diesel,Dealer,Manual,First Owner
2012,Honda Brio V MT,249000,42000,Petrol,Dealer,Manual,Second Owner
2012,Hyundai EON D Lite Plus,204999,60000,Petrol,Dealer,Manual,Third Owner
2012,Chevrolet Beat Diesel LT,200000,50000,Diesel,Individual,Manual,First Owner
2018,Mahindra Bolero Power Plus SLX,900000,25000,Diesel,Individual,Manual,First Owner
2013,Ford Fiesta Titanium 1.5 TDCi,450000,75000,Diesel,Individual,Manual,Second Owner
2009,BMW 5 Series 525d Sedan,1200000,45000,Diesel,Individual,Automatic,Third Owner
2007,Mahindra Bolero SLX,300000,100000,Diesel,Individual,Manual,Second Owner
2014,Honda City i DTEC E,350000,60000,Diesel,Individual,Manual,Second Owner
2011,Tata Indica Vista Quadrajet LS,229999,160000,Diesel,Individual,Manual,Second Owner
2015,Hyundai Creta 1.6 Gamma SX Plus,821000,50000,Petrol,Individual,Manual,First Owner
2017,Mahindra Scorpio 1.99 S10,1000000,60000,Diesel,Individual,Manual,Second Owner
2015,Ford Figo Aspire 1.5 TDCi Trend,459999,148620,Diesel,Dealer,Manual,First Owner
2018,Hyundai Elite i20 Diesel Asta Option,815000,42000,Diesel,Individual,Manual,First Owner
2017,Hyundai Verna 1.6 CRDI SX Option,1200000,40000,Diesel,Individual,Manual,First Owner
2011,Chevrolet Optra Magnum 2.0 LT,170000,150000,Diesel,Individual,Manual,Second Owner
2010,Hyundai Santro Xing GLS,155000,90000,Petrol,Individual,Manual,Fourth & Above Owner
2017,Mahindra TUV 300 T6 Plus,400000,120000,Diesel,Individual,Manual,First Owner
